"#""Time""","Internet traffic data (in bits) from an ISP. Aggregated traffic in the United Kingdom academic network backbone. It was collected between 19 November 2004, at 09:30 hours and 27 January 2005, at 11:11 hours. Data collected at five minute intervals."
19/11/2004 09:30,4838.665376
19/11/2004 09:35,4845.176609
19/11/2004 09:40,5157.99566
19/11/2004 09:45,5637.875537
19/11/2004 09:50,5520.68984
19/11/2004 09:55,5626.337455
19/11/2004 10:00,5350.546016
19/11/2004 10:05,5356.983409
19/11/2004 10:10,5385.813812
19/11/2004 10:15,5403.905805
19/11/2004 10:20,5666.347771
19/11/2004 10:25,5764.141558
19/11/2004 10:30,5902.474461
19/11/2004 10:35,6012.859315
19/11/2004 10:40,5829.67892
19/11/2004 10:45,5852.244969
19/11/2004 10:50,6185.159775
19/11/2004 10:55,5927.106567
19/11/2004 11:00,5855.694969
19/11/2004 11:05,5866.180267
19/11/2004 11:10,5905.205796
19/11/2004 11:15,5848.887404
19/11/2004 11:20,6016.660289
19/11/2004 11:25,5936.596504
19/11/2004 11:30,6169.696946
19/11/2004 11:35,6313.15934
19/11/2004 11:40,6264.737529
19/11/2004 11:45,6385.849157
19/11/2004 11:50,6478.062101
19/11/2004 11:55,6524.344505
19/11/2004 12:00,6620.179982
19/11/2004 12:05,6438.393197
19/11/2004 12:10,6513.465595
19/11/2004 12:15,6443.065671
19/11/2004 12:20,6531.194005
19/11/2004 12:25,6571.118272
19/11/2004 12:30,6545.468115
19/11/2004 12:35,6418.972609
19/11/2004 12:40,6693.884574
19/11/2004 12:45,6601.721613
19/11/2004 12:50,6524.867254
19/11/2004 12:55,6446.837408
19/11/2004 13:00,6550.387437
19/11/2004 13:05,6263.461298
19/11/2004 13:10,6315.621507
19/11/2004 13:15,6299.669556
19/11/2004 13:20,6317.647164
19/11/2004 13:25,6362.240967
19/11/2004 13:30,6664.304133
19/11/2004 13:35,6437.558316
19/11/2004 13:40,6594.327789
19/11/2004 13:45,6543.168932
19/11/2004 13:50,6557.973945
19/11/2004 13:55,6575.689233
19/11/2004 14:00,6654.1072
19/11/2004 14:05,6552.579313
19/11/2004 14:10,6814.237632
19/11/2004 14:15,6714.27925
19/11/2004 14:20,6928.067062
19/11/2004 14:25,6824.46661
19/11/2004 14:30,6926.026147
19/11/2004 14:35,6919.605077
19/11/2004 14:40,7061.943955
19/11/2004 14:45,6862.193228
19/11/2004 14:50,6880.207825
19/11/2004 14:55,6746.610058
19/11/2004 15:00,6719.17695
19/11/2004 15:05,6672.826066
19/11/2004 15:10,6701.449892
19/11/2004 15:15,6562.534409
19/11/2004 15:20,6516.69263
19/11/2004 15:25,6534.141671
19/11/2004 15:30,6644.532262
19/11/2004 15:35,6505.41046
19/11/2004 15:40,6563.202359
19/11/2004 15:45,6339.706503
19/11/2004 15:50,6294.19895
19/11/2004 15:55,6381.65085
19/11/2004 16:00,6336.516076
19/11/2004 16:05,6164.896743
19/11/2004 16:10,6012.195181
19/11/2004 16:15,5986.157306
19/11/2004 16:20,6062.303349
19/11/2004 16:25,5936.789752
